payment_id,order_id,amount,payment_date,payment_method,status
1546,1546,1120.46,2026-03-23T15:29:56,card,completed
1547,1547,2277.01,2025-05-02T15:28:10,card,completed
1548,1548,793.02,2024-05-15T02:50:33,card,refunded
1549,1549,5977.19,2025-02-13T21:25:01,card,completed
1550,1550,116.76,2026-03-17T14:22:24,transfer,completed
1551,1551,41.81,2024-06-21T15:24:58,card,refunded
1552,1552,635.69,2026-01-24T15:10:46,card,completed
1553,1553,744.38,2024-11-17T04:37:42,card,completed
1554,1554,536.87,2025-04-05T18:41:04,card,failed
1555,1555,6.17,2025-11-04T07:44:31,bizum,completed
1556,1556,67.56,2025-05-24T05:42:37,card,completed
1557,1557,4038.18,2025-12-30T04:19:26,card,completed
1558,1558,55.48,2025-02-12T20:49:02,paypal,completed
1559,1559,67.56,2024-03-05T04:17:12,card,refunded
1560,1560,12.34,2025-04-10T10:42:12,card,completed
1561,1561,348.88,2026-03-05T21:28:03,bizum,completed
1562,1562,1800.0,2025-03-29T10:19:16,paypal,completed
1563,1563,135.4,2026-03-16T00:04:33,card,completed
1564,1564,233.05,2024-10-03T01:37:36,transfer,completed
1565,1565,327.21,2024-10-19T11:16:33,card,pending
1566,1566,285.92,2025-07-15T12:17:59,card,completed
1567,1567,54.75,2025-04-27T22:03:11,transfer,completed
1568,1568,140.11,2024-02-21T16:46:55,bizum,refunded
1569,1569,3211.66,2025-06-05T11:50:26,card,refunded
1570,1570,496.62,2026-05-20T14:54:50,card,completed
1571,1571,1831.34,2026-05-11T19:41:49,paypal,refunded
1572,1572,1259.83,2024-03-31T16:07:57,bizum,refunded
1573,1573,24.88,2024-01-28T06:01:47,paypal,completed
1574,1574,861.38,2025-08-26T11:14:41,paypal,refunded
1575,1575,560.23,2024-06-21T04:30:24,card,completed
1576,1576,1559.3,2026-03-31T22:31:34,paypal,completed
1577,1577,899.67,2026-04-19T18:59:47,transfer,refunded
1578,1578,696.34,2025-11-29T00:40:46,card,refunded
1579,1579,876.64,2025-08-22T19:21:51,card,completed
1580,1580,1487.85,2024-01-09T07:29:35,card,completed
1581,1581,845.14,2024-11-15T03:04:54,card,completed
1582,1582,1835.3,2024-08-13T21:26:27,card,completed
1583,1583,2763.81,2025-03-11T15:54:40,card,refunded
1584,1584,1213.8,2026-03-14T00:52:33,card,completed
1585,1585,441.08,2024-02-09T03:18:50,transfer,completed
1586,1586,55.48,2024-12-04T19:43:32,card,completed
1587,1587,540.3,2025-06-06T09:18:16,bizum,completed
1588,1588,448.79,2026-02-14T06:09:36,paypal,completed
1589,1589,2519.15,2024-09-06T00:59:21,card,completed
1590,1590,6268.76,2026-05-04T11:39:08,card,refunded
1591,1591,368.44,2026-04-09T13:40:19,paypal,completed
1592,1592,1779.69,2025-01-08T21:44:10,card,refunded
1593,1593,116.01,2024-09-25T18:21:55,bizum,completed
1594,1594,39.72,2024-01-02T11:35:24,card,completed
1595,1595,2350.64,2024-05-03T17:37:41,card,completed
1596,1596,862.73,2026-05-08T00:40:40,card,completed
1597,1597,1054.32,2024-11-22T03:41:45,paypal,completed
1598,1598,888.05,2026-01-26T04:34:18,transfer,refunded
1599,1599,4588.26,2024-06-19T14:48:33,card,completed
1600,1600,340.41,2024-01-17T07:24:27,paypal,completed
1601,1601,3992.01,2025-06-06T08:55:33,card,completed
1602,1602,854.98,2025-04-30T20:12:44,paypal,completed
1603,1603,186.64,2025-06-27T16:55:02,card,completed
1604,1604,1969.69,2025-10-01T02:11:27,paypal,refunded
1605,1605,844.77,2025-05-09T13:50:27,card,completed
1606,1606,1663.98,2024-05-19T18:34:49,card,completed
1607,1607,184.62,2025-11-24T19:26:44,paypal,refunded
1608,1608,3453.1,2025-01-03T10:56:45,paypal,completed
1609,1609,1251.72,2024-05-23T04:28:38,paypal,completed
1610,1610,43.99,2025-12-09T15:43:38,card,completed
1611,1611,3834.1,2026-02-26T11:35:20,paypal,completed
1612,1612,632.47,2026-04-25T16:28:58,card,completed
1613,1613,1249.09,2024-11-11T12:26:18,bizum,completed
1614,1614,1943.44,2026-04-11T00:34:40,bizum,completed
1615,1615,45.01,2024-04-20T17:20:59,paypal,completed
1616,1616,5156.12,2026-06-06T15:02:34,bizum,failed
1617,1617,1087.14,2026-05-29T17:48:11,bizum,completed
1618,1618,53.11,2026-04-18T02:57:16,card,pending
1619,1619,2787.39,2024-09-18T01:07:36,bizum,completed
1620,1620,76.34,2025-09-12T13:42:12,card,completed
1621,1621,2841.21,2025-06-27T00:18:25,card,completed
1622,1622,85.37,2025-03-30T07:01:35,bizum,completed
1623,1623,462.03,2024-11-24T00:43:12,card,completed
1624,1624,1630.94,2026-06-22T13:01:40,paypal,completed
1625,1625,4217.58,2024-01-21T11:02:18,bizum,completed
1626,1626,4125.47,2024-11-12T01:20:22,card,completed
1627,1627,1805.42,2025-10-23T22:03:53,card,completed
1628,1628,1185.49,2026-05-27T23:14:41,paypal,completed
1629,1629,2291.83,2026-03-19T18:12:58,paypal,completed
1630,1630,220.54,2025-02-07T20:35:48,transfer,refunded
1631,1631,455.83,2025-01-19T04:40:09,transfer,completed
1632,1632,6704.3,2024-09-30T20:44:58,card,completed
1633,1633,511.39,2026-06-26T09:59:16,card,completed
1634,1634,4234.68,2024-12-01T19:24:13,paypal,completed
1635,1635,2154.66,2025-09-29T16:31:37,paypal,completed
1636,1636,214.58,2024-04-22T23:40:00,card,refunded
1637,1637,680.06,2025-02-28T14:48:50,card,completed
1638,1638,2124.61,2025-05-22T18:52:13,card,completed
1639,1639,262.35,2025-08-17T01:34:57,transfer,completed
1640,1640,3414.05,2024-07-30T15:17:38,bizum,completed
1641,1641,475.41,2025-09-01T14:16:01,card,refunded
1642,1642,1463.19,2024-04-11T02:58:42,card,completed
1643,1643,518.27,2025-02-08T15:25:50,card,completed
1644,1644,947.82,2026-04-30T09:06:05,bizum,completed
1645,1645,27.31,2025-08-10T02:17:17,bizum,completed
1646,1646,622.59,2025-04-14T00:52:28,paypal,completed
1647,1647,1761.8,2024-07-04T17:14:32,card,completed
1648,1648,1707.83,2025-10-31T12:24:29,card,completed
1649,1649,264.96,2024-07-26T08:37:10,card,completed
1650,1650,264.34,2025-07-15T03:28:59,bizum,completed
1651,1651,1446.22,2024-05-03T02:12:34,card,completed
1652,1652,636.64,2025-07-29T02:22:03,paypal,completed
1653,1653,2912.84,2026-01-02T10:58:34,card,completed
1654,1654,1145.54,2025-06-22T02:01:52,card,pending
1655,1655,1259.83,2025-04-02T10:44:15,paypal,completed
1656,1656,343.34,2025-06-20T14:58:04,paypal,pending
1657,1657,2104.4,2024-04-28T21:49:47,paypal,refunded
1658,1658,328.29,2026-01-15T13:58:41,transfer,pending
1659,1659,178.87,2025-10-26T15:35:12,card,completed
1660,1660,282.23,2024-08-31T00:56:44,card,completed
1661,1661,1793.54,2025-05-19T07:00:28,transfer,completed
1662,1662,4330.31,2025-10-04T00:26:50,card,completed
1663,1663,482.46,2026-06-29T20:52:12,card,completed
1664,1664,1175.14,2026-05-09T12:56:21,bizum,refunded
1665,1665,784.32,2025-03-20T16:11:17,transfer,completed
1666,1666,182.79,2025-04-26T01:36:16,transfer,refunded
1667,1667,2648.91,2026-02-19T15:52:07,card,completed
1668,1668,707.26,2025-07-25T13:01:30,transfer,refunded
1669,1669,701.55,2024-12-19T19:42:08,bizum,completed
1670,1670,948.37,2026-03-10T21:57:59,paypal,completed
1671,1671,635.25,2024-02-01T18:50:53,card,completed
1672,1672,2242.33,2024-02-17T20:22:08,card,completed
1673,1673,1218.69,2025-10-07T07:17:43,paypal,completed
1674,1674,1824.51,2025-03-26T02:29:25,transfer,completed
1675,1675,444.02,2026-03-07T17:19:14,card,refunded
1676,1676,253.43,2025-02-20T12:03:23,card,completed
1677,1677,478.4,2025-04-20T10:54:33,paypal,refunded
1678,1678,6025.48,2024-08-11T05:54:30,paypal,completed
1679,1679,30.86,2026-04-16T07:59:17,card,completed
1680,1680,43.66,2026-03-23T08:23:02,card,completed
1681,1681,3903.0,2024-09-08T17:30:12,paypal,completed
1682,1682,3225.54,2024-09-07T14:34:29,card,completed
1683,1683,435.88,2026-01-01T02:41:04,card,failed
1684,1684,448.15,2026-04-01T20:11:44,paypal,completed
1685,1685,79.49,2026-06-15T07:04:40,card,completed
1686,1686,348.7,2025-02-01T07:14:59,paypal,refunded
1687,1687,437.24,2025-06-10T06:20:25,paypal,completed
1688,1688,2638.56,2025-01-29T09:32:20,paypal,completed
1689,1689,1709.37,2025-08-08T06:30:01,bizum,completed
1690,1690,261.04,2024-11-06T09:31:53,card,completed
1691,1691,623.37,2025-12-05T13:47:46,card,completed
1692,1692,1866.63,2026-06-10T16:36:35,card,failed
1693,1693,281.59,2025-02-12T13:33:24,paypal,refunded
1694,1694,1766.01,2024-03-29T15:47:28,card,completed
1695,1695,459.2,2024-08-29T04:45:43,card,completed
1696,1696,1356.96,2025-08-13T13:37:34,card,completed
1697,1697,2077.13,2026-03-21T08:54:13,transfer,completed
1698,1698,880.03,2025-07-25T22:25:44,paypal,refunded
1699,1699,38.57,2026-04-28T19:29:44,card,completed
1700,1700,919.0,2025-02-08T01:56:20,bizum,completed
1701,1701,351.25,2024-08-31T21:15:56,transfer,completed
1702,1702,2196.6,2026-01-03T17:08:11,card,completed
1703,1703,702.5,2024-10-06T18:31:05,card,completed
1704,1704,85.37,2025-11-12T18:09:10,card,completed
1705,1705,147.48,2025-01-06T11:43:02,transfer,completed
1706,1706,135.4,2025-10-16T18:00:53,card,completed
1707,1707,1381.7,2024-08-13T23:13:57,card,completed
1708,1708,2285.87,2025-07-07T07:59:33,paypal,completed
1709,1709,266.39,2025-03-13T07:57:31,bizum,pending
1710,1710,1630.71,2025-01-14T13:43:45,transfer,completed
1711,1711,556.99,2024-01-09T20:02:41,card,completed
1712,1712,1959.64,2025-04-10T16:11:02,paypal,completed
1713,1713,1460.54,2025-02-19T01:29:52,transfer,completed
1714,1714,79.0,2026-03-11T15:30:50,paypal,completed
1715,1715,814.29,2024-06-14T13:22:50,transfer,pending
1716,1716,1251.07,2026-04-13T00:53:59,transfer,completed
1717,1717,548.76,2026-06-09T23:29:47,transfer,completed
1718,1718,1612.58,2026-01-10T18:16:07,card,completed
1719,1719,47.43,2026-05-03T10:03:51,card,completed
1720,1720,837.55,2026-03-03T13:06:56,card,refunded
1721,1721,16.66,2024-11-18T07:17:34,paypal,completed
1722,1722,650.22,2026-04-11T09:06:11,card,completed
1723,1723,1027.7,2024-05-28T09:59:34,card,refunded
1724,1724,344.43,2024-09-23T21:59:31,card,refunded
1725,1725,4174.65,2026-06-28T19:46:28,bizum,pending
1726,1726,1677.62,2025-07-01T10:54:12,card,completed
1727,1727,861.38,2025-01-31T14:46:23,card,completed
1728,1728,237.91,2025-10-16T23:48:53,card,completed
1729,1729,632.28,2025-12-25T05:26:06,card,completed
1730,1730,497.21,2024-10-24T07:38:28,bizum,completed
1731,1731,784.64,2025-03-19T20:07:12,bizum,refunded
1732,1732,802.93,2026-03-11T03:07:35,card,completed
1733,1733,2731.01,2025-12-25T15:12:27,paypal,completed
1734,1734,735.04,2026-01-28T20:19:56,paypal,completed
1735,1735,38.57,2025-09-12T05:03:32,card,completed
1736,1736,1280.31,2026-05-31T00:21:08,card,refunded
1737,1737,861.38,2024-08-26T23:59:16,paypal,completed
1738,1738,1415.99,2024-09-14T15:29:59,transfer,completed
1739,1739,854.69,2026-01-18T10:54:34,paypal,completed
1740,1740,73.94,2026-01-19T01:10:21,card,failed
1741,1741,861.38,2025-05-19T22:55:54,bizum,completed
1742,1742,1756.88,2025-02-07T14:13:21,paypal,refunded
1743,1743,913.58,2026-06-07T17:17:10,transfer,completed
1744,1744,392.81,2024-07-31T16:26:23,card,failed
1745,1745,954.58,2026-03-03T06:14:28,card,completed
1746,1746,2220.0,2024-05-06T01:10:02,card,completed
1747,1747,180.1,2024-09-07T02:31:48,bizum,completed
1748,1748,1879.95,2025-12-08T10:35:55,card,completed
1749,1749,1385.75,2026-01-03T16:33:13,paypal,completed
1750,1750,2247.98,2025-04-01T06:15:21,card,completed
1751,1751,1492.69,2025-08-28T14:57:32,card,completed
1752,1752,1064.54,2025-07-05T19:31:53,card,completed
1753,1753,227.27,2026-04-03T14:09:46,card,pending
1754,1754,1368.88,2024-12-05T07:29:18,card,pending
1755,1755,2055.4,2025-01-14T17:17:10,card,completed
1756,1756,1487.17,2024-03-19T11:17:53,card,refunded
1757,1757,705.71,2024-02-17T16:42:36,card,completed
1758,1758,38.57,2026-04-05T16:13:42,paypal,refunded
1759,1759,2052.49,2024-07-27T14:32:08,card,completed
1760,1760,215.42,2024-05-11T20:43:29,card,completed
1761,1761,1057.33,2024-07-19T01:25:22,paypal,refunded
1762,1762,899.67,2025-11-29T16:36:49,card,completed
1763,1763,2632.17,2026-02-26T10:49:47,bizum,completed
1764,1764,1046.17,2025-06-14T09:04:14,card,failed
1765,1765,2343.1,2026-04-14T16:40:08,bizum,failed
1766,1766,2555.93,2026-01-30T23:59:46,card,completed
1767,1767,784.32,2025-07-23T20:42:09,card,completed
1768,1768,40.32,2026-03-31T01:35:23,paypal,completed
1769,1769,1568.64,2026-01-29T22:52:04,card,completed
1770,1770,2541.86,2025-12-30T02:25:48,paypal,refunded
1771,1771,1103.77,2024-06-25T20:07:39,card,completed
1772,1772,1861.84,2025-07-03T03:49:51,card,completed
1773,1773,1644.46,2024-09-15T06:00:05,transfer,completed
1774,1774,410.45,2025-01-02T16:49:37,card,completed
1775,1775,287.93,2026-01-23T16:49:02,card,completed
1776,1776,5636.06,2024-10-13T07:04:40,card,completed
1777,1777,609.8,2024-09-09T04:10:31,paypal,completed
1778,1778,6.17,2024-05-24T16:54:09,card,refunded
1779,1779,993.24,2025-08-15T02:29:03,card,refunded
1780,1780,2486.53,2026-05-18T23:55:17,card,refunded
1781,1781,192.26,2025-03-05T17:08:27,bizum,completed
1782,1782,309.99,2025-06-27T00:39:27,paypal,refunded
1783,1783,1861.22,2026-02-04T19:27:58,card,completed
1784,1784,857.24,2025-10-22T00:24:29,card,refunded
1785,1785,344.43,2025-06-05T16:02:37,paypal,completed
1786,1786,1119.84,2024-04-07T01:15:14,card,completed
1787,1787,2103.23,2025-02-23T01:44:19,card,refunded
1788,1788,891.76,2025-02-23T03:44:33,card,refunded
1789,1789,282.23,2025-03-23T11:13:32,card,refunded
1790,1790,1793.38,2024-04-01T01:46:18,card,completed
1791,1791,1532.84,2024-10-12T08:41:05,paypal,completed
1792,1792,897.08,2025-10-03T00:35:02,paypal,completed
1793,1793,390.69,2025-03-11T06:59:45,card,completed
1794,1794,1005.32,2025-08-26T06:06:44,paypal,completed
1795,1795,488.6,2025-09-17T03:55:14,card,refunded
1796,1796,1146.39,2024-07-11T20:27:49,card,completed
1797,1797,2708.29,2024-02-18T14:23:01,paypal,completed
1798,1798,141.44,2024-10-08T07:47:00,transfer,completed
1799,1799,2316.17,2024-12-06T00:32:45,paypal,pending
1800,1800,3240.44,2026-05-21T11:30:50,paypal,completed
1801,1801,1809.08,2025-01-15T08:00:48,card,completed
1802,1802,2089.8,2024-10-27T10:08:17,card,completed
1803,1803,1451.66,2025-05-03T07:57:27,paypal,completed
1804,1804,407.29,2025-09-16T03:42:24,card,completed
1805,1805,64.3,2025-02-09T03:26:58,paypal,completed
1806,1806,71.21,2025-06-13T04:50:23,card,refunded
1807,1807,1246.74,2026-02-06T23:07:57,paypal,completed
1808,1808,1483.72,2025-10-03T12:12:02,paypal,failed
1809,1809,69.4,2024-08-20T21:18:01,transfer,completed
1810,1810,2232.44,2026-02-21T08:27:44,transfer,refunded
1811,1811,989.52,2024-09-19T00:29:02,card,completed
1812,1812,1477.94,2024-02-25T04:31:00,card,completed
1813,1813,96.32,2024-09-14T08:52:02,transfer,completed
1814,1814,128.6,2025-05-12T18:09:29,card,completed
1815,1815,1307.51,2025-07-13T07:26:29,card,completed
1816,1816,2622.13,2024-05-20T16:09:20,card,completed
1817,1817,669.94,2025-11-11T23:25:58,paypal,completed
1818,1818,1523.92,2025-01-26T15:06:20,card,completed
1819,1819,2683.35,2026-04-28T12:03:40,transfer,refunded
1820,1820,1327.53,2025-05-08T07:29:36,card,refunded
1821,1821,1398.22,2026-02-02T09:02:30,card,refunded
1822,1822,642.45,2025-11-20T13:53:22,card,completed
1823,1823,1807.56,2024-09-15T22:55:46,paypal,completed
1824,1824,264.96,2026-04-03T07:00:26,bizum,completed
1825,1825,1572.54,2025-04-07T04:34:17,card,completed
1826,1826,39.72,2024-05-06T21:34:37,card,refunded
1827,1827,173.28,2024-02-17T02:50:45,card,completed
1828,1828,1530.0,2025-04-10T05:58:36,paypal,pending
1829,1829,1488.76,2026-03-08T15:26:16,bizum,completed
1830,1830,507.15,2024-10-10T10:23:21,card,completed
1831,1831,854.98,2025-03-15T23:08:29,paypal,completed
1832,1832,92.31,2026-02-03T13:05:31,card,completed
1833,1833,541.1,2025-11-16T16:04:12,card,completed
1834,1834,1201.33,2026-03-24T15:46:50,card,completed
1835,1835,28.13,2026-05-25T13:53:13,bizum,completed
1836,1836,237.91,2025-07-20T19:33:31,transfer,completed
1837,1837,899.67,2025-10-06T09:22:03,card,completed
1838,1838,983.84,2024-09-15T10:18:42,bizum,completed
1839,1839,12.34,2024-04-16T02:37:09,card,refunded
1840,1840,394.12,2024-01-16T07:07:32,card,completed
1841,1841,2796.05,2026-01-30T06:54:14,paypal,completed
1842,1842,389.57,2025-07-24T13:37:34,bizum,completed
1843,1843,1707.51,2025-04-13T13:35:08,card,completed
1844,1844,819.83,2025-01-10T23:20:23,transfer,completed
1845,1845,293.76,2024-07-30T04:31:55,bizum,completed
1846,1846,596.36,2026-04-07T15:53:06,card,refunded
1847,1847,3492.49,2024-11-17T17:47:24,card,completed
1848,1848,2893.85,2025-05-21T14:01:46,card,completed
1849,1849,4608.06,2025-06-08T17:23:36,paypal,completed
1850,1850,207.69,2024-10-23T01:01:43,paypal,completed
1851,1851,2462.44,2025-11-15T05:21:55,card,completed
1852,1852,5550.84,2024-11-20T21:03:24,card,completed
1853,1853,638.73,2025-06-25T03:21:38,card,refunded
1854,1854,1200.46,2025-05-19T02:55:31,paypal,completed
1855,1855,47.43,2024-02-06T15:32:30,paypal,completed
1856,1856,135.26,2025-08-17T19:24:47,card,completed
1857,1857,4078.45,2025-07-24T14:59:10,card,completed
1858,1858,479.4,2024-09-19T12:32:20,card,completed
1859,1859,2124.15,2025-06-24T07:37:42,paypal,refunded
1860,1860,1492.69,2025-01-23T11:13:03,paypal,completed
1861,1861,1530.0,2026-05-01T03:31:37,paypal,completed
1862,1862,3846.06,2026-02-17T15:10:36,card,completed
1863,1863,38.17,2024-01-06T06:25:21,card,refunded
1864,1864,3118.68,2024-02-06T04:53:27,transfer,completed
1865,1865,471.79,2024-07-17T04:00:49,paypal,completed
1866,1866,1805.42,2026-01-06T07:18:57,transfer,completed
1867,1867,147.48,2026-02-26T06:59:10,card,refunded
1868,1868,301.79,2026-02-28T14:53:01,card,completed
1869,1869,464.38,2025-06-04T23:10:18,card,completed
1870,1870,2734.02,2025-06-03T13:45:09,card,refunded
1871,1871,1444.34,2026-04-09T02:20:23,card,completed
1872,1872,1311.87,2026-01-19T08:32:53,card,refunded
1873,1873,973.82,2025-12-25T03:40:13,paypal,completed
1874,1874,64.3,2024-03-02T09:41:15,paypal,completed
1875,1875,1671.16,2026-06-26T01:31:26,card,pending
1876,1876,389.57,2024-09-07T19:01:03,bizum,completed
1877,1877,427.87,2026-02-13T21:57:14,paypal,completed
1878,1878,1178.42,2026-04-16T12:16:15,card,pending
1879,1879,1516.14,2025-10-22T12:29:27,bizum,completed
1880,1880,543.57,2024-03-27T08:43:24,card,completed
1881,1881,3753.71,2024-11-13T13:46:42,card,completed
1882,1882,4367.72,2025-08-26T03:38:50,transfer,refunded
1883,1883,205.54,2026-06-15T14:37:45,card,completed
1884,1884,588.67,2024-03-04T19:19:10,paypal,completed
1885,1885,633.94,2026-02-12T16:27:13,transfer,completed
1886,1886,4117.86,2026-06-22T06:50:33,card,pending
1887,1887,11.9,2025-07-21T11:43:49,card,refunded
1888,1888,543.57,2026-05-21T13:06:52,card,refunded
1889,1889,1827.16,2025-10-26T11:51:07,card,refunded
1890,1890,426.35,2026-06-16T14:34:10,card,completed
1891,1891,2117.34,2026-04-30T17:20:06,card,refunded
1892,1892,285.92,2024-11-10T22:06:23,transfer,completed
1893,1893,64.3,2025-04-28T18:56:04,paypal,refunded
1894,1894,3927.42,2024-03-26T18:22:23,card,completed
1895,1895,49.76,2025-05-16T03:10:15,bizum,completed
1896,1896,2982.5,2025-11-28T16:59:44,paypal,completed
1897,1897,2247.77,2024-03-31T04:12:42,card,completed
1898,1898,1849.41,2026-05-18T08:46:15,paypal,completed
1899,1899,318.04,2025-10-25T03:15:22,paypal,completed
1900,1900,56.26,2024-03-01T05:50:02,paypal,refunded
1901,1901,2379.8,2024-07-08T09:22:47,card,completed
1902,1902,2116.0,2026-01-22T04:56:33,card,completed
1903,1903,1831.34,2025-11-16T03:17:34,card,completed
1904,1904,1305.32,2024-03-25T21:52:12,card,refunded
1905,1905,295.56,2025-09-13T13:53:43,card,completed
1906,1906,2823.36,2026-05-08T09:25:59,card,pending
1907,1907,1033.29,2026-02-03T04:03:19,card,failed
1908,1908,1085.78,2025-10-11T21:33:40,transfer,completed
1909,1909,422.13,2026-03-19T13:23:20,paypal,completed
1910,1910,3449.41,2025-11-19T00:03:40,card,completed
1911,1911,614.81,2025-03-18T06:54:45,bizum,completed
1912,1912,56.26,2025-12-25T13:17:24,bizum,completed
1913,1913,304.56,2024-09-20T21:30:34,card,completed
1914,1914,299.0,2026-06-01T19:35:55,paypal,completed
1915,1915,2785.82,2025-12-27T10:48:25,transfer,refunded
1916,1916,106.95,2024-04-16T16:35:40,card,completed
1917,1917,462.52,2024-03-20T10:19:04,card,completed
1918,1918,1044.5,2026-03-28T01:15:01,card,completed
1919,1919,2198.8,2025-05-23T04:29:42,card,completed
1920,1920,3215.22,2025-06-16T22:58:36,bizum,completed
1921,1921,92.31,2024-01-23T13:42:55,paypal,completed
1922,1922,2638.82,2025-06-27T07:40:05,card,completed
1923,1923,2021.51,2025-01-02T06:31:04,paypal,completed
1924,1924,855.0,2025-02-13T10:53:23,card,completed
1925,1925,995.15,2025-11-18T14:16:57,card,completed
1926,1926,356.08,2024-12-16T12:40:53,card,completed
1927,1927,1264.21,2025-11-03T19:13:05,card,completed
1928,1928,2087.93,2026-06-30T07:06:11,card,completed
1929,1929,1264.14,2024-10-04T04:45:57,paypal,completed
1930,1930,833.72,2025-02-28T11:04:15,card,completed
1931,1931,598.0,2024-04-19T05:00:30,transfer,completed
1932,1932,277.71,2024-02-10T05:16:22,card,completed
1933,1933,1438.96,2026-06-07T23:42:39,paypal,completed
1934,1934,1799.34,2024-05-28T20:57:35,transfer,completed
1935,1935,1272.28,2025-01-13T15:33:02,card,completed
1936,1936,606.62,2024-06-04T12:56:47,paypal,refunded
1937,1937,2630.87,2025-08-06T01:54:37,card,completed
1938,1938,3134.85,2025-11-11T21:36:17,card,completed
1939,1939,994.91,2026-01-24T14:42:32,card,completed
1940,1940,4392.88,2025-03-08T14:26:29,paypal,completed
1941,1941,2535.42,2025-07-20T06:16:48,card,completed
1942,1942,1145.37,2025-08-22T03:15:45,card,completed
1943,1943,2258.92,2025-03-13T10:01:13,paypal,completed
1944,1944,156.85,2026-01-12T00:25:20,bizum,completed
1945,1945,548.76,2024-09-04T17:48:42,card,completed
1946,1946,1447.38,2025-08-19T20:51:41,paypal,completed
1947,1947,28.13,2025-09-23T03:26:33,bizum,failed
1948,1948,1065.91,2025-06-13T17:37:43,card,completed
1949,1949,761.96,2025-07-10T20:48:17,card,pending
1950,1950,1208.82,2024-12-04T11:50:28,card,refunded
1951,1951,744.38,2025-02-23T19:34:12,transfer,completed
1952,1952,255.5,2026-05-01T14:20:15,card,refunded
1953,1953,58.82,2024-02-27T19:31:49,card,completed
1954,1954,2476.76,2024-07-16T02:19:39,paypal,completed
1955,1955,30.98,2025-02-18T23:43:39,paypal,completed
1956,1956,1861.84,2026-04-29T04:16:18,card,completed
1957,1957,897.58,2025-06-06T00:11:37,paypal,completed
1958,1958,603.58,2025-11-26T11:26:35,bizum,completed
1959,1959,934.76,2024-03-05T20:56:17,transfer,completed
1960,1960,87.33,2026-01-03T20:28:47,paypal,completed
1961,1961,385.81,2024-11-04T18:25:41,bizum,completed
1962,1962,1805.41,2025-10-06T15:24:10,transfer,completed
1963,1963,55.29,2024-03-08T10:56:40,paypal,completed
1964,1964,3009.18,2025-07-22T19:26:45,bizum,refunded
1965,1965,1653.6,2024-08-05T21:00:37,transfer,pending
1966,1966,31.02,2025-07-23T11:23:37,card,completed
1967,1967,471.79,2026-02-18T18:35:24,card,completed
1968,1968,213.2,2026-03-22T01:37:43,card,refunded
1969,1969,1203.99,2025-01-02T06:50:51,card,completed
1970,1970,116.36,2025-09-05T21:55:24,paypal,completed
1971,1971,2877.92,2025-02-12T10:05:58,paypal,completed
1972,1972,534.55,2025-08-14T02:42:26,paypal,completed
1973,1973,982.83,2024-04-09T13:54:00,bizum,completed
1974,1974,548.76,2025-07-15T03:01:52,card,pending
1975,1975,1219.79,2025-07-22T15:29:10,card,completed
1976,1976,196.4,2026-03-03T22:55:18,paypal,completed
1977,1977,2231.3,2026-03-21T23:30:16,card,refunded
1978,1978,1035.31,2024-01-23T13:32:57,paypal,completed
1979,1979,573.4,2026-02-21T18:37:13,card,completed
1980,1980,303.31,2024-01-11T15:47:16,paypal,pending
1981,1981,403.57,2024-10-01T21:58:36,card,completed
1982,1982,1422.83,2025-08-04T19:21:00,card,completed
1983,1983,656.09,2026-03-14T02:24:05,card,completed
1984,1984,212.16,2026-06-12T12:08:34,paypal,completed
1985,1985,560.23,2025-11-09T00:21:32,card,refunded
1986,1986,3081.77,2025-01-13T03:49:22,card,refunded
1987,1987,641.9,2024-08-24T11:09:40,card,completed
1988,1988,913.58,2024-08-12T20:49:53,transfer,completed
1989,1989,2615.63,2026-04-20T03:36:24,bizum,failed
1990,1990,35.65,2026-05-31T14:11:00,card,failed
1991,1991,2877.92,2026-06-22T19:21:28,paypal,refunded
1992,1992,399.63,2026-05-16T21:33:55,card,completed
1993,1993,1082.6,2026-01-22T18:41:54,paypal,completed
1994,1994,28.13,2024-08-05T13:47:30,card,completed
1995,1995,5898.13,2026-02-09T01:55:29,paypal,completed
1996,1996,2881.8,2025-07-22T22:09:43,card,completed
1997,1997,58.86,2026-04-15T06:39:59,transfer,completed
1998,1998,1835.3,2026-02-17T10:26:34,card,pending
1999,1999,4062.88,2024-05-31T08:19:44,bizum,completed
2000,2000,1320.01,2026-03-28T03:09:55,card,pending
2001,2001,41.81,2026-03-14T11:23:11,card,refunded
2002,2002,1943.88,2025-07-03T08:44:22,paypal,completed
2003,2003,744.38,2025-08-02T03:04:46,transfer,completed
2004,2004,1344.32,2025-06-26T00:23:21,paypal,refunded
2005,2005,2597.05,2025-08-30T04:58:01,card,completed
2006,2006,56.26,2025-05-22T19:23:03,transfer,completed
2007,2007,35.65,2026-02-01T22:26:17,paypal,completed
2008,2008,1456.68,2026-06-23T15:28:22,card,completed
2009,2009,336.12,2024-04-08T19:13:40,paypal,failed
2010,2010,410.45,2026-04-20T16:20:05,paypal,completed
2011,2011,1197.6,2024-12-30T19:03:38,paypal,completed
2012,2012,3296.41,2025-08-12T04:51:14,paypal,completed
2013,2013,51.44,2024-10-14T18:02:27,transfer,completed
2014,2014,363.28,2025-12-04T12:18:16,transfer,pending
2015,2015,281.59,2025-12-27T19:37:43,paypal,refunded
2016,2016,1987.82,2026-06-16T10:41:15,card,completed
2017,2017,442.25,2025-10-24T22:58:49,paypal,completed
